text,sentiment
"2 jari bukan pendukung partai politik, hanya tanda kedamaian #Kuchiyose https://t.co/UecudFPp2k",positive
@detikcom Setelah tahun politik (pilkada/pilpres) kita lewati makin banyak org gila,negative
OSO Undang Wiranto Saat Pengukuhan Pengurus Hanura Periode 2019-2024 https://t.co/VZ8YTG6dBN,positive
Jangan bawa2 kepentingan rakyat ndre | kalo pansus diubah jadi panja saja itu jelas politik pencitraan | pencitraan kesiapa? Ke penguasa | kalo ke rakyat? Minterin aja solusinya https://t.co/sUSnV5QhZ3,positive
@NediSetiadi Hati.hati.ah akal.bulus bukan nih. Seolah peduli tp akan menggunting lawan politik diam.diam,netral
"Eks Ketua KPK, Agus Rahardjo Jadi Penasihat Kapolri https://t.co/YQMhV45uKB",positive
15 menteri yang ditangkap rezim Orde Baru:  Soebandrio Chaerul Saleh Surachman Setiadji Reksoprodjo Oei Tjoe Tat Jusuf Muda Dalam Achmadi Mohammad Achadi Soemardjo Armunanto Sutomo Martopradoto Astrawinata J. Tumakaka Soemarno Sastroatmodjo Imam Sjafei  https://t.co/GOcZhsbwRR,negative
"Upaya adu domba yang murahan.  Siapa itu Pengamat Politik Muhammad Huda? 😅 Media model begini, kudu dibredel! cc @DivHumas_Polri cc @Kemenag_RI https://t.co/O3of9nAGU5",negative
"Kalau aku buat sesuatu produk, aku malu nak promote diri sendiri sebab rasa macam syok sendiri, poyo sedap dan sebagainya walaupun seribu orang cakap sedap.  Aku tak layak menulis dan masuk politik nampaknya.",netral
"Yenny mengatakan bahwa Garuda Indonesia adalah ikon negara dan harus diperkuat. Dia melihat posisi ini sebagai bentuk kontribusi profesional, bukan masalah politik. #YennyWahid #GarudaIndonesia https://t.co/SLRgCjjIqX",positive
@amiruddintambu1 @Djat_mika @kompascom G bgs hrs ganti bwh..d ganti nti cm jd duri dlm daging..mrk pns..yg d ganti bs skit hati..sulitnya pemimpin seandaipun bagus jk anak buah nya g bgs y krg mksiml..bhkn jk ad yg kerjain slhpun ttp gubernur yg d slhin..team work itu penting..cm klw adunsur politik jd kacau..rame.😇,positive
"Sesungguhnya pengharaman netflix ini hanya politik belaka. Soalnya kalo netflix di banned di indo agak percuma karena ada vpn, maka jalan terbaiq adalah membawa bumbu agama. Sehingga mayoritas masyarakat indonesia ini meninggalkan netflix dan beralih pada produk dalam negri 👍🏻.",positive
@Princes288 @Gerindra Siiip lah... Pokoknya gak usah pilih yang haus kekuasaan...  Berebut kekuasaan dlm politik boleh...  Tapi jangan sampai menanggalkan komitmen hanya karena kekuasaan...  Yg mudah kehilangan komitmen pasti tidak amanah...,positive
Di Balik Bangkitnya Kadrun-Cebong dari Hibernasi Politik https://t.co/ADi2gJE9fY,netral
"Politik rahmatan lil 'aalamiin, #IDCCDI_PKB https://t.co/L5ycNM8ftI",positive
"Pertemuan Executive Committee Meetin CDI wadah pimpinan partai politik, tokoh agama, akademisi, dan pembuat kebijak",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/z4eBaHKKR2,positive
"Juru Bicara Menteri Pertahanan Prabowo Subianto, Dahnil Anzar Simanjuntak, membenarkan adanya kritik dari Komisi I DPR kepada Prabowo karena seringnya sang menteri bepergian ke luar negeri.  @prabowo #dahnilanzar  https://t.co/TsRIa2RwSs",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/YAfxywH3Bi,positive
@karman_mustamin @Bangzul__88 @aniesbaswedan @PrasetyoEdi_ Gak daerah jg provinsi sdh gak punya aturan yang penting profit... Pemerintah pusat pun sama mlh lebih bobrok.... gak ada yang di salah kan.. karena semua unsur kepentingan politik......jd jngn sok jujur..sok suci...basi tu.,negative
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/YAfxywH3Bi",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/ECmEqSRM31,positive
"Di Indonesia, esports malah jadi arena baru para pejabat politik. Kepala BIN menjabat sebagai Ketua PB Esports, dan Sandiaga Uno ditunjuk sebagai dewan pembinanya.   ̶G̶A̶M̶E̶R̶S̶  POLITIKUS RISE UP  https://t.co/B2JM6JaCTv",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/sFuLXRfXJR,positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/00zNZK0xa2",positive
"@falsifikasi ㅤ ㅤ     Dari situ terungkap deh ternyata jatuhnya pesawat itu ada kaitannya sama politik. ㅤ ㅤ     Namanya juga anak kembar, wajar dong kalau kalian ketemu terus hahaha. Nanti kalau ga ketemu baru deh berasa sepinya. ㅤ ㅤ",netral
"Soal Wagub DKI Jakarta, Riza Patria: Tidak Ada Ada Strategi Khusus #CawagubDKI #RizaPatria #RepublikMerdeka https://t.co/9IZMiZ7Gqr",netral
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/KbhqHatfu8",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/KbhqHatfu8,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/r0sOQ4fPTA,positive
@TsamaraDKI @psi_id Nyebok aja ga benar kalian so ngerti politik,negative
@rakyatgaluh @w_runturambi sy NON Politik dan NON Partai bro jd gak usah bawa” NU atau apapun,negative
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct https://t.co/H9tazUehXj uk-ponpes-digelar-di-surabaya/",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/ugAslx0qTQ,positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct https://t.co/H9tazUehXj uk-ponpes-digelar-di-surabaya/,positive
"@Zamfa3 @nurhadisetiaw19 @Noercho35858162 @nahdlatululama Emangnya ajaran nabi ada melarang berpplitik? Keimanan itu dari diri masing2 , ikut politik kalo ahlus sunnah wal jama'ahnya di jalanin apa salahnya?",netral
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/QUwpfw9uEd,positive
"Emak emak di tanya dikit, langsung bla bla bicara politik dan ekonominya dari hati bgt",netral
"Yulianis Ungkap Misteri Kenapa KPK Tak Berani Menyentuh Ibas👇  5x dipanggil, ibas gak mau datang? mengapa? Ada kah dosa Demokrat yg ditutup2i ketika itu kah?  Dan ada apa dgn Komisioner KPK ketika itu? Apakah ada intervensi dr Pak SBY? https://t.co/qcCaj7zkdg",negative
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/qZOU4MAwtC,positive
Gausah nanggung ngaku peduli hutan  Kalau kln bersuara &amp; marah krn hutan di monas ibu kota mau habis kena revitalisasi  Maka bersuara jugalh tuk ribuan hektar hutan yang akan dikorbankan tuk ibu kota baru juga  Jk masih pilih2 isu lingkungan Kalian hnyalah suara dri politik saja,negative
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/WT2xTYoFxa,positive
@GHiugo Saya pribadi main twitter cuma ingin tahu perkembangan politik dan berita saja. Ga penting aku besar atau kecil. Ada yg follow aku fb. Gitu saja  🤭,netral
Sosok-sosok mereka mudah terbaca siapa mereka; sososk yang sebetulnya tak pernah menang serta tetap sebagai orang-orang kalah.   https://t.co/QqlAr09j87,negative
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/ipwoI4dIBu,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/pU4ALuH6iE,positive
"Selamat Ulang Tahun ke 73, ibu..   Tetaplah menjadi pejuang hak perempuan. Tetap semangat mendorong agar perempuan terlibat dalam politik.   #UltahBuMega https://t.co/WbDc8mrqPl",positive
"Ingat Arya Permana? Bocah paling gendut di Indonesia  Puluhan dokter spt sudah menyerah, tapi ketika ‘ditangani’ Ade Rai, hasilnya seperti ini.  Bukti bahwa goals dicapai bukan cuma dengan teori, tapi usaha panjang dan motivasi untuk berdedikasi.  Skill coaching paling mahal 👌🏻 https://t.co/YmHbH6W3Uf",positive
@Shandy0892 @akun_boso2 @_imamprasetyo @Delpiero_2006 @aryyyaaaa67 @reandrena @DEdward_4 @cadarmerah @TetapOposisi @adindasoraya10 @Bere7777777 @Ken2steve @bandod_tua @swarnadiva11 @Shandy0811 @ojamaduo @BenLiberty6 @DeHoutman7 @Ekki_W @putirocka @Dany35160046 @donzein @Slamet26120730 @FranzOcto12 @ParlinPane4 @camilaanur @mae_boso @jawabalkitab1 @sandra_LoveJC @Totok0912 @boso_mae @UmmiHapzha @snjayajonggrang @derp313 @kaheeppp @SitompulYunus @AfrizalGbi @Anggi_sapiens @Sapangadeg @LeBrekele @Verbum_Ang @akusiantarman @AnonymousNesia @gabut_sub @yogascitra83 Karena bgitu sering dakwah jumat berisi conten politik dan kebencian umat lain.  Makanya dukung Peraturan MUI jabar yg materi dakwah Jum'at di atur Negara Khususnya Islam BUKAN atas materi  yang bersumber Pikiran Pengkhotbah.  Semoga ini bisa di nasionalisasi,positive
Orang sakit di daerah Korowai bisa dibantu oleh pemerintah dengan cara dijemput dengan heli dan diantar ke rumah sakit. Tapi tidak pernah terjadi. Banyak orang mati di tempat.   Tapi heli dipakai untuk datang ambil emas dari daerah ini terus.  Pelanggaran HAM yang berat! https://t.co/55MEkToKgN,negative
"@SKaspani_ong Semestinya masyarakat Indonesia meniru ayam cerdas tersebut: jangan mau ""diadu"" oleh elit politik.  😝🤪😜",positive
@SeruniPuspaAlam Apa elit politik perlu kita kejar juga ya 😂☕☕☕,netral
@HelloFeruzia Aku sih milih jadi pencibir politik di luar lingkaran politik praktis 😅,negative
"Perhatikan kedua foto di bawah ini..  Yg kanan, itu baru warga Tanjung Priuk doang, sudah sebegitu banyaknya.  Yg kiri, jumlah seupil tapi mengaku² dari seluruh JAKARTA! Masa cuma warga Jakarta CUMA SEGITU doang?  Bong, coba lain kali, kalau mau bohong, yg bener dikit lah! 🤭 https://t.co/2YkjGxMn6P",negative
"@helmifelis Secara politik kayaknya lebih aman pilih yg dr Gerindra. Bullyan akan berkurang, tekanan politik juga demikian.",positive
Poros Politik Baru Mempersiapkan Diri Menuju Pasca Jokowi-Ma'ruf https://t.co/QqlAr09j87,positive
@respatitapser makanya politik aliran gw ngelarang politik wkwkwk,positive
Inilah yang namanya strategi Politik nya ZH https://t.co/GjIEF0NoWz,netral
Riza Patria: Tidak Ada Strategi Khusus Untuk Jadi Wagub DKI #CawagubDKI #ARizaPatria #RepublikMerdeka https://t.co/I6QyfKOtGv,netral
Bu Mega adalah pejuang hak perempuan yg telah memberi bukti.  Bu Mega selalu mendorong agar semua perempuan bisa terlibat dalam dunia  politik   #UltahBuMega https://t.co/kiQdL4bW4W,positive
(lanjutan) ...yang dilakukan oleh aktor2 dari institusi negara dan partai politik. Bahkan salah satu aktornya memerankan peran ganda. https://t.co/eWDJNMDA6K,netral
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/lOKMPGeMbQ,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/oG7BQgLfg7,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/HnGPVptWq6,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/CVtEQq6e7i,positive
"Mana yg katanya setelah masuk dlm sistem (bergabung) pemerintah akan membebaskan semua tahanan politik ??  Maaf pak @prabowo ,, kami belum lihat ada upaya itu  Lihatlah bagaimana sosok pejuang NKRI ini diperlakukan oleh rezim skrng 👇👇  Pantaskah itu ??  #KivlanZenPejuangNKRI https://t.co/t7UlK5SzQY",negative
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/2yo9tjj539",positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/ApfL0D6lMA",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/WEmYSiDv8s,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/MxswCVZhNC,positive
@ustadtengkuzul @dimasalhusein Panjul aja di dengerin...dia juga pengasong politik,netral
"@sangratu18 Gomen kasi RM30 buat belanja, komplen.  Parti politik kasi RM30 masa election, bangga.  Mau tampar sekor2.",negative
@JawiJoko @sinyonamaqu @sudjiwotedjo Klo nyongok untuk milih pemimpin itu lbh berat nipu plus nyogok.. Di jateng mah pd suka ria klo ada tahun politik krn biasa di sogok dan di tipu.,negative
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct https://t.co/aamFzy0nbK uk-ponpes-digelar-di-surabaya/",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/qdTFeyacAx,positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct https://t.co/aamFzy0nbK uk-ponpes-digelar-di-surabaya/,positive
"@WagimanDeep Lihat ini kok terbersit pejabat korupsi milyaran rupiah duit negara, tapi masih di segani atau di hormati yah... Kenapa sih di dunia ini harus ada politik yah... Sampe agama pun rela dipelintir dan dijuwal..  Mirissss... 😭😭😭😭",negative
"Fitnah Mahar Politik, Dana 1.5 T Untuk Apa Sebenarnya ini Penjelasannya  ~ KH Said Aqil Sirodj ~  https://t.co/6nLuHmr24k https://t.co/iM89EveTmz",negative
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/hMa9yjndH0,positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/CPN5kMOLbf,positive
"Diduga Halangi Penyidikan, Menteri Yasonna Dilaporkan Ke KPK https://t.co/kPHQVqJtYg",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/McCwA0rrEA,positive
@karnacintaku Cpek bhs jakarta.kepentingan yg ada.semua benar pro Anies n yg Anti jg benar. Mslh yg lbh besar dan perlu suatu perjuangan sdh di dpn mata kita. Penegakan hukum perlu reformasi secara utuh tanpa d susupi politik.,positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/McCwA0rrEA",positive
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia. #IDCCDI_PKB https://t.co/Ou9iB9Fk0D,positive
Mendagri: Jakarta Akan Jadi Provinsi Biasa atau Otonomi Khusus  https://t.co/JU3ndaZTjZ lewat @epicentrum_news,netral
Jokowi Minta TNI Buat Renstra Kesejahteraan Prajurit https://t.co/QnJPeksV4S,positive
Parahnya ada banyak presiden mahasiswa yang yaaa eksistensi nggak dapet ditambah uang juga kaga. Oligarki politik dimulai dari kalian bangun tidur.,netral
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/yNs6DqANju",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/yNs6DqANju,positive
PDIP Ingatkan Yasonna: Hati-hati dengan Lidah https://t.co/2AuyHvMISr #vivanews,positive
"@Samuja9 @nurhadisetiaw19 @Noercho35858162 @nahdlatululama Lah klu sdh ikut politik praktis opo yo udu bengkok,",negative
"894 petugas meninggal dunia dan 5.175 petugas sakit cuma demi kepentingan oligarki. Yang berseteru dalam pilpres sendiri kini mabuk kekuasaan dalam satu kolam yang sama.  Sementara yang dipecat dari pekerjaan, bercerai, dan putus tali kekerabatan karena perbedaan idola politik? https://t.co/JuRkwz6aM5",negative
@sebutsajawawa @nastelgapedes hih org kita bahas isu politik negara😣,netral
PKS: KPK Harus Berani Tangkap Harun Masikhu #KPUKenaOTT #PDIP #RepublikMerdeka https://t.co/po2HhRPKCP,positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct https://t.co/hhSjzsBSPl",positive
@belajarpolitrik @BadjaNuswantara @NikenSabila_ @makibao_indo @FaeyzaAlzaidan @januarrahardian @Bangzul__88 @eko_kuntadhi @BiLLRaY2019 @susipudjiastuti @KemenkesRI Iya bahas politik bacin dan tkg utang capek.. Gegara kodok mimpin smua ancurrr,negative
"Anehnya, ada pihak yang sebenarnya sama-sama sebagai korban banjir, baik langsung maupun tidak langsung, lebih suka membawa debat soal bencana banjir ke ranah politik.  #Metropolitan #AdadiKompas @neli_triana  https://t.co/qR5W5I6vix",netral
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct https://t.co/hhSjzsBSPl,positive
Komisi III DPR RI Tegaskan Tak Ada Pesanan Calon Hakim https://t.co/EtF5kLWc0o,netral
105 Juta DP4 Pilkada 2020 Telah Diterima KPU Dari Kemendagri #KPU #Pilkada #RepublikMerdeka https://t.co/S0Z7WqLVh5,positive
Benarkah Keraton Agung Sejagat Itu Berbahaya Karena Seperti Khilafah?   Oleh : Puspita Satyawati (Analis Politik &amp; Media)  https://t.co/KyaCT1oziH,netral
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/YrkCi6hXCF",positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/jI5NthwqKf",positive
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/jI5NthwqKf,positive
Konfigurasi Politik di Pimpinan MPR Jaga Stabilitas Nasional https://t.co/wE5lre7bCd https://t.co/kmI96409sK,positive
@TirtoID Disetiap dana asing masuk tentunya ada kompensasi entah itu dalam hal politik atau hubungan diplomatik. Nah lobby2 tingkat atas ini yg publik jarang tahu.,negative
@msaid_didu Rakyat di peras melalu pajak yang mengsengsarakan. Di kalangan elit politik buat Bancakan tuh uang.,negative
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct https://t.co/Nyu7q03lwq,positive
"Dg kemudahan tsb, bisa disalahgunakan oleh oknum2 ini untuk doktrinasi dan utk memperoleh keuntungan dari para jamaahnya. Bahkan sampai ke pilihan politik pun bisa. Kita juga seharusnya lebih hati2 dalam memilih kepada siapa kita belajar agama. Damailah Indonesiaku.",positive
"Seperti yang kita tahu,keadaan politik yang kurang baik akan sentiasa menyumbang kepada penurunan ekonomi.  Dan adanya penurunan OPR ini,adalah sesuatu benda yang dapat menyumbang pada pertumbuhan ekonomi juga.",netral
"Etika politik itu seperti apa ya?  Sakitnya gimana pak, sdh bayangin jadi wakil gubernur tapi cuma diPHPin. Korban PHP doang. 😅 https://t.co/wHDEUazAfU",negative
Mengenang galaknya PDIP tolak kenaikan BBM | https://t.co/O3nzZc6yYj https://t.co/xBojmeAayx,positive
@Muscat08984490 @Lazarbeam ganti username dong. punyamu kek username buzzer politik,negative
Puan Maharani: Monas Ikon Penting Yang Harus Dijaga #RevitalisasiMonas #DKIJakarta #RepublikMerdeka https://t.co/OGArVOap6H,positive
Hukum Allah berlaku buat siapapun. Pemain politik spt itu hrs siap menang dan kalah. Bukan soal aniaya. Bukan benar dan salah. Tapi menang dan kalah. Dan dia hari ini kalah. Sama spt mrk yg dia kalahkan... https://t.co/LMIi6ydgv5,positive
Pendidikan politik rakyat hanya akan berhasil dalam sistem yang demokratis dan adanya jaminan atas HAM. #BRORIVAICenter,positive
"@Stevaniehuangg Banyak yg terhipnotis dengan istri beliau, tes CPNS Gagal Bukti klo anak Presiden Pun Mengikuti seleksi ketat. Sekarang Terbukti Politik Dinasti",negative
"@Luthfie999 @Aslipriok1973 AB hanya tunggangan politik, tidak ada yg berusaha membunuh karakternya jika dia memiliki kebijakan sendiri &amp; menguntungkan rakyat.  Di awali dgn kecurangan, begitu pula menjabat saat ini hanya utamakan kepentingan kelompok. Siapa coba yg terima kelakuannya?",negative
Politik kampus yang sialnya dikuasain suatu organisasi eksternal dengan korupsi yang bahkan kampus juga enggan menghukum si pelaku dan masyarakat yang apatis.  Tolong lah saya juga gamau pusing sendiri atau bahkan niat membenarkan ini dengan semangat 45 saking ancurnya ni sistem,negative
@inquieto077 @77populacho @escofet_jaume @DonJuan79068880 @Donpinpon2011 @GloriaFontLopez @Maruxia11 @Ororo_Pride @agridulcees @ochoabravo32 @Sargantania1 @Saramap2020 @Anticafres53199 @lgoritme @PeiBasque @Aurantiacum @Mr_morq @sonof1000whores @homo_politik @Christi36833350 @FreeyellowMarta @Kiko666666666 @santsfree @silvia_yucca @mestel9 @Makanudo2019 @Grillat_exiliat @Cristi_latin @cositasmartinez @Carmatpor @Juanma_Saez @sarajones1988 @luquitis @EduRosales123 @Eskualdunak @Ironica_ca @PEIOOPRIMIDO @Morafanova @CebaReborn @micosapiens @Ironicacansada @Juan_Acosta_Gar @CebaGran @Destroncio @CDRTabarnia @tesisantitesis @CapitaCeba @d_pardom @crmontoro @PeioBasque Ya ya.,netral
Cak Imin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia #IDCCDI_PKB https://t.co/rJcegqv1eL,positive
"@Norman36440076 Allah membongkar kebusukan niatnya. Jempolnya tak terkendali menuliskan kebenciannya. Dia tak sempat pikirkan akibatnya. Dgn kejadian ini, ketahuan kalau mrk Baksos semata bertujuan politik. Mau mempengaruhi masy utk membenci Anies. Kalau ikhlas Baksos, org tanpa pamrih. Dasar..!",negative
Tolak Rasisme! Tolak Politik Kebencian! Tolak Kereta Sorong!  Cintailah kedamaian. Belayar sama-sama. Layag Sug!,positive
"Banyak yang sudah tidak sabar menanti tindak lanjut kasus Jiwasraya, Asabri, KPU/PDIP.  Apakah penegak hukum kita punya nyali bila ada kekuatan politik, mafia, dan senjata yang menghalangi? Ujian untuk pemerintah dan negeri ini.",positive
@republikaonline Partai korup pasti melindidungi n Menyembunyikan Koruptor.. logika terbalil TSK korup kok tdk boleh ditangkap.. #TangkapHatunMasiku #PDIPMANTAPKORUPSINYA #TangkapHastoPDIP https://t.co/LCMkL1OYOd,negative
"Manifesto Ayatullah Ali Khamenei @zuhairimisrawi  Ayatullah Ali Khamenei sbg Pemimpin Tertinggi Iran (rahbar) menyampaikan manifesto politik dalam khutbah Jumat yang dihadiri jutaan warga Tehran, dan disiarkan langsung oleh media-media Arab dan Barat.   https://t.co/tsKydhvq2i",positive
Gus Muhaimin Sebut Asia-Eropa akan Menjadi Gravitasi Ekonomi Dunia #IDCCDI_PKB  https://t.co/JaCYvqPhmw,positive
Menanti Para 'Petarung' Pilkada Rembang 2020 https://t.co/B9DOTnjIWN,netral
"males politik mulu, tapi jangan diam melihat kezaliman",positive
...sampai jadi mayoritas dan dibumbui politik,negative
KPK menilai dokumen laporan dari PSI belum lengkap.  https://t.co/gU7OBLXeZa,netral
"Soal Pernyataan Yasonna Laoly, Sahroni: Rasis, Minta Maaflah Ke Warga Priok! #TanjungPriok #YasonnaLaoly #RepublikMerdeka https://t.co/eTQpAXVxLd",positive
"Gelar Temu Parpol Sedunia, Gus Muhaimin: Pusat Gravitasi Ekonomi Dunia Bergeser Menuju Eurasia #IDCCDI_PKB https://t.co/lI5xA8ywu4",positive
PKB jadi tuan rumah pertemuan pemimpin parpol sedunia #IDCCDI_PKB  https://t.co/oI6gazSc53,positive
"Untuk bisnis kami sudah memiliki jejaring dengan lembaga keuangan syariah yang siap kerjasama dengan entitas bisnis di pesantren. Sehingga, apa yang dilakukan betul dari bawah, #OnePesantrenOneProduct  https://t.co/h6HrpAr14q",positive
PKB menjadi tuan rumah pertemuan pemimpin partai politik (Parpol) seluruh dunia yang tergabung dalam CDI #IDCCDI_PKB https://t.co/mv2IQcRKB0,positive
"bubar saja, bikin partai politik mungkin bisa jadi alternatif lain. https://t.co/RpEsdlaLNW",positive
Prabowo ingin memastikan politik anggaran Kemenhan punya empat prinsip. Apa saja? https://t.co/UqaW81GzWs,netral
Lembaga keuangan syariah di Jatim siap memberikan pendanaan bagi pesantren binaan program One Pesantren One Product (OPOP) untuk melancarkan bisnisnya. #OnePesantrenOneProduct  https://t.co/h6HrpAr14q,positive
Drajad Wibowo Masuk Bursa Bakal Calon Ketua Umum PAN https://t.co/vU7tO00GU4 #vivanews,positive
Yang lebih penting dari politik adalah kemanusian  ~Abdurahman Wahid #JokowiKamisanDiMana,positive
"Diduga Plagiat, DPR Tak Loloskan Calon Hakim Agung https://t.co/rppJH30ict",positive
Partai Perindo secara resmi memberikan dukungan politik dalam Pemilu Kepala Daerah (Pilkada) Serentak 2020 kepada Samaun Dahlan dan Clifford H Ndandarmana. #Perindo #Pilkada https://t.co/nmXz6Xsvyx,positive
@haris_azhar @HumasPolri @DivHumas_Polri Ada yg bisa jelsin ndak maksud tulisan ini? https://t.co/jg4QG9GGtn,netral
